,address_line1,city,food_type,food_type1,location,number_of_reviews,restaurant_name,review_score
1578,Unit 4_ An NakheImam Saud Ibn Abdul Aziz Road  mam Saud Ibn Abdul Aziz Road,Riyadh,"  , International", International,"Unit 4_ An NakheImam Saud Ibn Abdul Aziz Road  mam Saud Ibn Abdul Aziz Road, Riyadh 12382 Saudi Arabia",3, Mosaique,5.0
1579,Takhassusi street,Riyadh,"  , American, Seafood, International", American,"Takhassusi street, Al Mohammadiyyah The Zone, Riyadh 12364 Saudi Arabia",9, Catch,4.0
1580,3rd floor,Riyadh,", Lebanese, Mediterranean", Lebanese,"3rd floor, Al Faysaleya mall, Riyadh Saudi Arabia",8, Bourj Al Hamam Express,4.0
1581,Tahlia Street,Riyadh,"  , Lebanese, Middle Eastern, Mediterranean", Lebanese,"Tahlia Street, Riyadh Saudi Arabia",26, The Lebanese Corner,3.5
1582,Ar Rabi,Riyadh,"  , Seafood, Sushi", Seafood,"Ar Rabi, Riyadh 13316 Saudi Arabia",23, Ocean Basket,3.5
1583,Al Urubah Rd,Riyadh,", Asian, Indian, Halal", Asian,"Al Urubah Rd, Riyadh 12351 Saudi Arabia",15, Malaz Restaurant,3.5
1584,Althumamah Road,Riyadh,", Italian", Italian,"Althumamah Road, Riyadh 11372 Saudi Arabia",8, Capri Cafe,4.0
1585,King Abdul Aziz Road,Riyadh,"  , International, Sushi", International,"King Abdul Aziz Road,, Riyadh Saudi Arabia",9, Cafune,4.0
1586,Al Imam Abdullah Ibn Saud lbn Abdul Aziz Road Sidra,Riyadh,"Pizza, Italian", Italian,"Al Imam Abdullah Ibn Saud lbn Abdul Aziz Road Sidra, Riyadh Saudi Arabia",7, Blaze pizza,4.0
1587,Khalid Bin Yazid St.,Riyadh,"  , International, Sushi, Middle Eastern", International,"Khalid Bin Yazid St., Riyadh Saudi Arabia",15, Al-Shurafa,3.5
1588,Centria shopping mall,Riyadh,"Cafe, International, European, Middle Eastern", International,"Centria shopping mall, Second floor, Riyadh Saudi Arabia",8, Art Cafe,4.5
1589,Al Imam Saud Bin Abdul aziz Branch Rd - King Fahad,Riyadh,"  , Indian, Moroccan, International", Indian,"Al Imam Saud Bin Abdul aziz Branch Rd - King Fahad, Riyadh 12274 Saudi Arabia",5, Tanjiah Restaurant,4.5
1590,King Abdulaziz Road.,Riyadh,"  , Indian, European, Arabic", Indian,"King Abdulaziz Road., Riyadh Saudi Arabia",4, Tea Club,4.5
1591,Tahliya Street,Riyadh,", American, Cafe, Fusion", American,"Tahliya Street, Riyadh Saudi Arabia",9, Soho Club,4.0
1592,Al Thalatheen St,Riyadh,"  , Mediterranean", Mediterranean,"Al Thalatheen St, Riyadh Saudi Arabia",18, Abou Kamal,3.5
1593,Anas Ibn Malik Road,Riyadh,"  , Asian, Pakistani, Barbecue", Asian,"Anas Ibn Malik Road,, Riyadh Saudi Arabia",19, Zouq Mughal Restaurant,3.5
1594,Riyadh Saudi Arabia,Riyadh,"  , Turkish, Mediterranean", Turkish,Riyadh Saudi Arabia,18, Emirgan Sutis,3.5
1595,Tahliya Street,Riyadh,"  , Lebanese, Mediterranean, Middle Eastern", Lebanese,"Tahliya Street, Riyadh Saudi Arabia",23, Cafe Blanc,3.5
1596,Khurais Road,Riyadh,"  , Indian, Vegetarian Friendly", Indian,"Khurais Road, Riyadh Saudi Arabia",30, Indian Island Restaurant,3.5
1597,Olaya Talateen,Riyadh,"  , Italian", Italian,"Olaya Talateen, Riyadh Saudi Arabia",8, Sicilia's Pizza Cuts,4.0
1598,Riyadh Saudi Arabia,Riyadh,"Chinese, Indian, Seafood", Indian,Riyadh Saudi Arabia,8, Golden Salmon Restaurant,4.0
1599,Bar.B.Q Tonight Restaurant 2623 Dirab Branch Rd,Riyadh,"Pakistani, Afghani", Afghani,"Bar.B.Q Tonight Restaurant 2623 Dirab Branch Rd, Riyadh 14713 Dirab Service Road going towards Riyadh, Riyadh Saudi Arabia",3, BBQ Tonight Riyadh,4.5
1600,Dabab Street,Riyadh,"  , Mexican, American", Mexican,"Dabab Street, Riyadh 12221 Saudi Arabia",15, Fajita Avenue,3.5
1601,Omar Bin AbdulAziz Alarbaeen st. almalaz,Riyadh,"  , Pizza", Pizza,"Omar Bin AbdulAziz Alarbaeen st. almalaz, Riyadh Saudi Arabia",12, Pizza Time,4.0
1602,2349 Makkah Al Mukarramah Branch Road,Riyadh,"  , American, Cafe, Fast Food", American,"2349 Makkah Al Mukarramah Branch Road, Riyadh 12621 Saudi Arabia",15, Bagel Brothers - Sandwich Restaurant,4.0
1603,King Abdullah Road Ext. 10 King Adbul Aziz Road Ext. 5,Riyadh,"  , Italian", Italian,"King Abdullah Road Ext. 10 King Adbul Aziz Road Ext. 5, Riyadh Saudi Arabia",20, Primi,3.5
1604,Prince Sultan Ibn Abdul Aziz,Riyadh,"  , Lebanese", Lebanese,"Prince Sultan Ibn Abdul Aziz, Riyadh 12313 Saudi Arabia",9, Ammouneh,4.0
1605,Al Oruba Street,Riyadh,"  , Indian", Indian,"Al Oruba Street, Riyadh 12322 Saudi Arabia",8, Golden Yellow Indian Restaurant,4.0
1606,King Fahad Road,Riyadh,"  , Indian", Indian,"King Fahad Road, Riyadh Saudi Arabia",13, Shikara,3.5
1607,Abdullah Bin Sulaiman Al Hamdan Street,Riyadh,"Italian, French, American, Mediterranean", French,"Abdullah Bin Sulaiman Al Hamdan Street, Riyadh Saudi Arabia",4, Shabby chic,4.5
1608,At Takhassusi,Riyadh,"  , American, Fast Food", American,"At Takhassusi, Al Olaya, Riyadh 12313, Saudi Arabia, Riyadh 11462 Saudi Arabia",36, Fatburger & Buffalo's Express,3.5
1609,Northern Ring Road Rubeen Plaza,Riyadh,"Indian, Arabic", Arabic,"Northern Ring Road Rubeen Plaza, Riyadh Saudi Arabia",3, karak Katti Kabab,4.5
1610,Uthman Ibn Affan Road,Riyadh,", Cafe", Cafe,"Uthman Ibn Affan Road,, Riyadh 11372 Saudi Arabia",4, Coffee Tale Cafe,4.5
1611,King Abdullah Road,Riyadh,", Italian, Mediterranean, European", Italian,"King Abdullah Road, Riyadh Saudi Arabia",24, Avocado,3.5
1612,King Abdul Aziz Road,Riyadh,"  , Japanese", Japanese,"King Abdul Aziz Road, One Square, Riyadh 13315 Saudi Arabia",5, Kimono,4.0
1613,Sahara Mall King Abdul Aziz Rd,Riyadh,"Cafe, Thai", Thai,"Sahara Mall King Abdul Aziz Rd, King Fahd, Riyadh 000 Saudi Arabia",6, Rotiboy Arabia,4.0
1614,Prince Turki Bin Abdulaziz Alawwal,Riyadh,"  , Indian, Cafe, Middle Eastern", Indian,"Prince Turki Bin Abdulaziz Alawwal, Riyadh Saudi Arabia",8, Kara Gholam,4.0
1615,7092 King Fahad Road,Riyadh,"  , Turkish", Turkish,"7092 King Fahad Road, Riyadh 13521 Saudi Arabia",9, Doner House,3.5
1616,Al Malqa Street,Riyadh,", Lebanese, Mediterranean, Turkish", Lebanese,"Al Malqa Street, Al Malga, Riyadh 13524 Saudi Arabia",7, Give Me Five,4.0
1617,Al urubah branch rd ummul al hamam al gharbi 12328,Riyadh,"  , Thai, Vegetarian Friendly", Thai,"Al urubah branch rd ummul al hamam al gharbi 12328, Riyadh Saudi Arabia",9, Baan Thai,4.0
1618,6906 Uthman Ibn Affan Road,Riyadh,"  , European, Hungarian", European,"6906 Uthman Ibn Affan Road, Riyadh 13323 Saudi Arabia",11, Chimney Cake Bistro,3.5
1619,Al Ghadeer Street Near Exit 5,Riyadh,"  , Chinese", Chinese,"Al Ghadeer Street Near Exit 5, Riyadh 11426 Saudi Arabia",12, China Gate,3.5
1620,Takhassusi St. Al Maazer,Riyadh,"Italian, Cafe", Cafe,"Takhassusi St. Al Maazer, Riyadh 12714 Saudi Arabia",4, Kapital Kitchen,4.5
1621,King Fahd Area,Riyadh,", Cafe", Cafe,"King Fahd Area, Riyadh 11517 Saudi Arabia",5, Chef Maha,4.5
1622,Prince Mohamed Bin Abdulaziz Street,Riyadh,"European, Portuguese", Portuguese,"Prince Mohamed Bin Abdulaziz Street, Olaya District, Riyadh Saudi Arabia",3, Confeiteiria Nacional,5.0
1623,Uthman bin Affan Exit 7,Riyadh,", International, Vegetarian Friendly", International,"Uthman bin Affan Exit 7, Riyadh Saudi Arabia",13, Signature Juice Factory,3.5
1624,king Fahd Road,Riyadh,"  , Chinese", Chinese,"king Fahd Road, Riyadh Saudi Arabia",14, Lai Lai,3.5
1625,Qurtuba,Riyadh,", Asian", Asian,"Qurtuba, Riyadh Saudi Arabia",7, Shah Rukh Khan,3.5
1626,Jarir St,Riyadh,", Mediterranean, Egyptian", Mediterranean,"Jarir St, Riyadh 12600 Saudi Arabia",10, Koshary Express,3.5
1627,7636 Prince Nasir Bin Saud Bin Farhan Al Saud Street As Sahafah,Riyadh,"American, Arabic", Arabic,"7636 Prince Nasir Bin Saud Bin Farhan Al Saud Street As Sahafah, Riyadh 3656 Saudi Arabia",2, Organic Drip,5.0
1628,Anas Bin Malek Road,Riyadh,"Lebanese, Mediterranean, Turkish, Arabic", Mediterranean,"Anas Bin Malek Road, Riyadh Saudi Arabia",4, Usta Asim,4.0
1629,Takhassusi Street,Riyadh,", Lebanese, Mediterranean, Middle Eastern", Lebanese,"Takhassusi Street, Riyadh 12364 Saudi Arabia",2, Em Sherif Cafe Riyadh,5.0
1630,2649 Northern Ring Branch Road An Nakheel,Riyadh,", Japanese, Asian, Korean", Japanese,"2649 Northern Ring Branch Road An Nakheel, Riyadh 12385 13512 Saudi Arabia",2, IRORI,5.0
1631,Urubah Road,Riyadh,"  , American", American,"Urubah Road, Riyadh 21453 Saudi Arabia",6, Helens Bakery,4.0
1632,Al Takhassusi Street,Riyadh,", Arabic, Lebanese, Mediterranean", Arabic,"Al Takhassusi Street, Riyadh Saudi Arabia",2, Awani,5.0
1633,Al Urubah Road Urubah Square - Hyper Panda,Riyadh,", Japanese, Sushi, Asian", Japanese,"Al Urubah Road Urubah Square - Hyper Panda, Riyadh 11323 Saudi Arabia",23, SHiRO,4.5
1634,Prince Turki Al Awwal Rd U Walk,Riyadh,"International, Diner", Diner,"Prince Turki Al Awwal Rd U Walk, Riyadh 12373 Saudi Arabia",2, Surround,5.0
1635,King Abdullah,Riyadh,"  , Chinese, Thai", Chinese,"King Abdullah, Riyadh Saudi Arabia",13, Bangkok,3.5
1636,As Sahafah,Riyadh,", Italian", Italian,"As Sahafah, Riyadh 13315 Saudi Arabia",9, Cello Lounge,3.5
1637,Prince Majed Ibn Abd El Aziz Road,Riyadh,"American, Native American", Native American,"Prince Majed Ibn Abd El Aziz Road, Riyadh Saudi Arabia",3, Tom Tom,4.5
1638,Prince Muhammed Bin Abdulaziz Road,Riyadh,"  , Italian, Fusion", Italian,"Prince Muhammed Bin Abdulaziz Road, Riyadh Saudi Arabia",5, Koppa,4.0
1639,Khaled Bin Waleed,Riyadh,"Mediterranean, Egyptian", Egyptian,"Khaled Bin Waleed, Hamra District beside Fridays, Riyadh Saudi Arabia",6, El-Feshawy,4.0
1640,Galaxy Life,Riyadh,", American, Middle Eastern", American,"Galaxy Life, Store Number 2, Alabas bin Abdulmutalib Street, Riyadh 12476 Saudi Arabia",3, ACME Restaurant,4.5
1641,4228 Ahmed Al Quraish,Riyadh,"Belgian, European", European,"4228 Ahmed Al Quraish, Hitten, North Ring Road, Rubeen Plaza near Riyadh Park, Riyadh 13512 Saudi Arabia",3, Godiva,4.5
1642,Takhassusi Branch Road,Riyadh,"  , French", French,"Takhassusi Branch Road, Al Mohammadiyah, Riyadh 12363 Saudi Arabia",3, Oplaisir,4.5
1643,King Fahad Road Cross Imam Road,Riyadh,"  , Italian", Italian,"King Fahad Road Cross Imam Road, Riyadh Saudi Arabia",13, Antica Roma,4.0
1644,Uthman Ibn Affan Rd,Riyadh,"Italian, International", International,"Uthman Ibn Affan Rd, Riyadh Saudi Arabia",7, Wild Thyme Restaurant,3.5
1645,Abdullah Ibn Sulaiman Al Hamadan Al Olaya,Riyadh,"  , Italian, French, Arabic", Italian,"Abdullah Ibn Sulaiman Al Hamadan Al Olaya, Riyadh, Riyadh 11422 Saudi Arabia",4, Roma Cafe,4.0
1646,Shaikh Hasan Ibn Hussain Ibn Ali Road Qortubah,Riyadh,"  , Turkish", Turkish,"Shaikh Hasan Ibn Hussain Ibn Ali Road Qortubah, North bound, Riyadh Saudi Arabia",2, Turkish Taste,5.0
1647,Anas Ibn Malik Rd,Riyadh,", American, European", American,"Anas Ibn Malik Rd, Riyadh 13521 Saudi Arabia",6,  Ribs,3.5
1648,Almadinah Almwnawrah Street,Riyadh,"  , Lebanese, Middle Eastern", Lebanese,"Almadinah Almwnawrah Street, Riyadh Saudi Arabia",16, Ala Albal,3.5
1649,Ibdaa Plaza,Riyadh,"  , American, Fast Food, Grill", American,"Ibdaa Plaza, Riyadh 13244 Saudi Arabia",9, East Coast Wings KSA,4.0
1650,Prince Turki Ibn Abdulaziz Al Awwal Road,Riyadh,", Chinese, Asian", Chinese,"Prince Turki Ibn Abdulaziz Al Awwal Road, Riyadh 12362 Saudi Arabia",14, Noodle Box,3.5
1651,Kingdom Tower,Riyadh,"  , Indian", Indian,"Kingdom Tower, Riyadh Saudi Arabia",13, Aladdin,3.5
1652,Northern Ring Road,Riyadh,"Italian, Japanese, International", Japanese,"Northern Ring Road, Riyadh Saudi Arabia",2, Mizo Eatery,4.5
1653,Prince Turki Ibn Abdulaziz Al Awwal Rd,Riyadh,", Mexican, Fast Food", Mexican,"Prince Turki Ibn Abdulaziz Al Awwal Rd, Riyadh 13513, Riyadh 13513 Saudi Arabia",2, FireGrill,4.5
1654,Al Olaya Street,Riyadh,"  , International, Arabic", International,"Al Olaya Street, Al Murooj District, Riyadh 11616 Saudi Arabia",11, ctaste - Centro Waha,3.5
1655,Abdullah Hamdan Olaya,Riyadh,"  , Indian", Indian,"Abdullah Hamdan Olaya, Riyadh Saudi Arabia",15, saffron Indian olaya,3.5
1656,Makah Road Turki Square,Riyadh,"Cafe, International, Contemporary, Arabic", International,"Makah Road Turki Square, Riyadh Saudi Arabia",3, Faris breakfast,4.0
1657,Al Olaya,Riyadh,"Steakhouse, Turkish", Turkish,"Al Olaya, Riyadh 12213 Saudi Arabia",2," Chef Boutique Turkish Steakhouse,",4.5
1658,2385 Olaya Street Aloft Riyadh Hotel,Riyadh,"  , Bar, Cafe, International", Bar,"2385 Olaya Street Aloft Riyadh Hotel, Riyadh Saudi Arabia",4, W XYZ lounge,4.0
1659,Abi Bakr As Siddiq,Riyadh,", Asian", Asian,"Abi Bakr As Siddiq, Rabea, Riyadh 13316 Saudi Arabia",3, YummyWok,4.0
1660,11322 King Fahd Road,Riyadh,"  , American", American,"11322 King Fahd Road, Riyadh Saudi Arabia",7, New York Fries,3.5
1661,Khorais Road,Riyadh,"Lebanese, Mediterranean", Mediterranean,"Khorais Road, Riyadh Saudi Arabia",3, Al Balad Restaurant Riyadh,4.0
1662,Northern Ring Road Exit 7,Riyadh,"  , Lebanese, Middle Eastern, Mediterranean", Lebanese,"Northern Ring Road Exit 7, At Taawun Al Ahmadi Street, Riyadh 12478 Saudi Arabia",31, Al Balad Lebanese Restaurant,3.5
1663,Prince Sultan Bin Abd Aziz Street Cross From Dabab Street,Riyadh,"  , Cafe", Cafe,"Prince Sultan Bin Abd Aziz Street Cross From Dabab Street, Front Of Tamimi Super Market, Riyadh Saudi Arabia",11, The Crepe Cafe,3.5
1664,Uthman Ibn Affan,Riyadh,"  , Fast Food", Fast Food,"Uthman Ibn Affan, Riyadh Saudi Arabia",2, YummiFrutty,5.0
1665,Old Saniya,Riyadh,"Lebanese, Mediterranean", Mediterranean,"Old Saniya, Riyadh Saudi Arabia",4, Al Saeed Restaurant,4.0
1666,Northern Ring Road,Riyadh,"  , Mexican", Mexican,"Northern Ring Road, Riyadh Saudi Arabia",3, Mexika,4.0
1667,Al-Hassan bin Ali Street,Riyadh,"  , Seafood", Seafood,"Al-Hassan bin Ali Street, Riyadh 13211 Saudi Arabia",19, Bahrya Restaurant,3.5
1668,6736 King Fahad Road Olaya,Riyadh,"French, Contemporary", Contemporary,"6736 King Fahad Road Olaya, Riyadh 127963365 Saudi Arabia",11, Cristal,4.0
1669,Prince Sultan St,Riyadh,"  , Pizza", Pizza,"Prince Sultan St, Riyadh 12221 Saudi Arabia",10, Pizza Fusion,3.5
1670,King Abdullah Ibn Abdulaziz St Cross Khaled Bin Alwaled St,Riyadh,"  , Cafe", Cafe,"King Abdullah Ibn Abdulaziz St Cross Khaled Bin Alwaled St, Al Wasel Moal, Riyadh 13216 Saudi Arabia",7, Pick n Bake Cafe,4.5
1671,Takhassusi Street,Riyadh,", Italian", Italian,"Takhassusi Street, Riyadh 12381 Saudi Arabia",3, Rosemary Restaurant,4.0
1672,Abdullah Bin Sulayman Al Hamda St Intersection with Al Tahliah St,Riyadh,"Middle Eastern, Persian", Persian,"Abdullah Bin Sulayman Al Hamda St Intersection with Al Tahliah St, Riyadh 11391 Saudi Arabia",5, Sheraz Restaurant,4.0
1673,Khalid Ibn Yazid Ibn Muawiyah,Riyadh,"  , American, Lebanese, Mediterranean", American,"Khalid Ibn Yazid Ibn Muawiyah, Al Olaya, Riyadh 12244 Akariya Plaza, Riyadh Saudi Arabia",3, Snack Street,4.0
1674,North Ring,Riyadh,"  , American", American,"North Ring, Exit 6 Al Taawen Area, Riyadh Saudi Arabia",40, Planet Hollywood,3.0
1675,Al Ahsa St,Riyadh,"  , Indian, Asian, Halal", Indian,"Al Ahsa St, Riyadh Saudi Arabia",22, Tandoor Restaurant,3.5
1676,King Fahad Rd. Sky Tower,Riyadh,"  , American", American,"King Fahad Rd. Sky Tower, 5th floor, Riyadh Saudi Arabia",4, Broadway Cafe,4.0
1677,King Fahd Branch Rd,Riyadh,", Italian, French, International", Italian,"King Fahd Branch Rd, Riyadh 12212 Saudi Arabia",5, Scaramouche lounge,4.0
1678,Hamzah Ibn Abdul Mutalib St,Riyadh,"Lebanese, Pizza, Fast Food, Mediterranean", Pizza,"Hamzah Ibn Abdul Mutalib St, Riyadh 11418 Saudi Arabia",3, Beirut oven Restaurant,4.0
1679,Al Batha 1st Floor Electron Center,Riyadh,"Filipino, Asian", Asian,"Al Batha 1st Floor Electron Center, Riyadh 11393 Saudi Arabia",7, Cusina,3.5
1680,Takhassussi Street Takhassusi Plaza,Riyadh,"  , Seafood", Seafood,"Takhassussi Street Takhassusi Plaza, Riyadh 12712 Saudi Arabia",7, Shake Shack,3.5
1681,Northern Ring Branch Road,Riyadh,"  , Cafe, International, Barbecue", Cafe,"Northern Ring Branch Road, Riyadh 13515 Saudi Arabia",2, Kashounat Albait,4.0
1682,Western Ring Road Exit 28 Western Ring Road Exit 28,Riyadh,"  , Indian", Indian,"Western Ring Road Exit 28 Western Ring Road Exit 28, Riyadh 11543 Saudi Arabia",3, Indian Valley Restaurant,4.5
1683,Othman Bin Affan Road Nakheel Mall,Riyadh,"  , Turkish", Turkish,"Othman Bin Affan Road Nakheel Mall, Riyadh 12476 Saudi Arabia",2, Guven KSA,4.5
1684,Imam Saud Bin Abdulaziz Bin Mohammed Rd Al Nakheel Mall Exit 9,Riyadh,"French, American, Belgian, European", American,"Imam Saud Bin Abdulaziz Bin Mohammed Rd Al Nakheel Mall Exit 9, Riyadh 12483 Saudi Arabia",2, Molten Chocolate Cafe,4.0
1685,Prince Salman Bin Muhammed Bin Saud,Riyadh,", Middle Eastern", Middle Eastern,"Prince Salman Bin Muhammed Bin Saud, Riyadh Saudi Arabia",2, Shawermaddiction,4.5
1686,Al Ihsa,Riyadh,", Indian, Asian", Indian,"Al Ihsa, Az Zahra, Riyadh 12815 Saudi Arabia",1, Grand Lucky Indian Restaurant,5.0
1687,8678 East Ring Road,Riyadh,"Mediterranean, Arabic", Arabic,"8678 East Ring Road, Riyadh 12853 Saudi Arabia",1, Hara Masrya,5.0
1688,3033 Al Mazrou Street Manfuha,Riyadh,"Indian, Seafood, Asian, Street Food", Seafood,"3033 Al Mazrou Street Manfuha, Riyadh 12685-7012 Saudi Arabia",1, Tharola Restaurant,5.0
1689,Northern Ring Road An Nakheel,Riyadh,", Middle Eastern, Arabic", Middle Eastern,"Northern Ring Road An Nakheel, Riyadh 12385 Saudi Arabia",1, Suhail,5.0
1690,Prince Muhammad Bin Saad Street,Riyadh,"  , American, Arabic", American,"Prince Muhammad Bin Saad Street, Riyadh 13511 Saudi Arabia",1, Faris Breakfast,5.0
1691,Aisha Bint Abi Bakr - Exit 25 Al-Suwaidi District,Riyadh,"Fast Food, Deli, Grill, Healthy", Deli,"Aisha Bint Abi Bakr - Exit 25 Al-Suwaidi District, Riyadh 12795 Saudi Arabia",1, Mama Noura-alswuaidi,5.0
1692,Uthman Ibn Affan Rd,Riyadh,"International, Mediterranean, European, Contemporary", Mediterranean,"Uthman Ibn Affan Rd, Riyadh 12445 Saudi Arabia",1, Yogi,5.0
1693,Anas Ibn Malik Rd,Riyadh,"  , American, Seafood, Fast Food", American,"Anas Ibn Malik Rd, Riyadh 13521 Saudi Arabia",1, Grimp,5.0
1694,Panorama Mall - Takassussi Street,Riyadh,"  , International", International,"Panorama Mall - Takassussi Street, Riyadh Saudi Arabia",11, Joe's Cafe,3.5
1695,King Fahad Road at the crossing with Khurais Road Holiday Inn Riyadh - Meydan,Riyadh,"  , Indian, International, Barbecue", Indian,"King Fahad Road at the crossing with Khurais Road Holiday Inn Riyadh - Meydan, Riyadh 11415 Saudi Arabia",1, Oasis Restaurant,5.0
1696,3091 Muhammad Al Maqdimi,Riyadh,"Filipino, Asian", Asian,"3091 Muhammad Al Maqdimi, Riyadh 13312 Saudi Arabia",1, Bahay Kainan,5.0
1697,Riyadh Gallery Mall,Riyadh,"Cafe, Fast Food", Fast Food,"Riyadh Gallery Mall, Riyadh Saudi Arabia",3, Dip n dip,3.5
1698,Eastern Ring Rd Ext New Industrial Area,Riyadh,"  , Italian, American, Indian", Italian,"Eastern Ring Rd Ext New Industrial Area, Riyadh 14332 Saudi Arabia",1, Family Garden Restaurants,5.0
1699,7265 Abdullah Ibn Sulaiman Al Hamadan,Riyadh,"Fast Food, Grill, Diner, Middle Eastern", Grill,"7265 Abdullah Ibn Sulaiman Al Hamadan, As Sulimaniyah, Riyadh 12242 Saudi Arabia",1, Gobblers,5.0
1700,Riyadh Park Mall Northern Ring Branch Road,Riyadh,", Mediterranean", Mediterranean,"Riyadh Park Mall Northern Ring Branch Road, Riyadh, Riyadh Saudi Arabia",2, Ritage by Maroun Chedid Riyadh,4.0
1701,North ring road,Riyadh,"  , Steakhouse, Turkish", Steakhouse,"North ring road, riyadh La Valle Mall, riyadh, Riyadh 13312 Saudi Arabia",2, Florya Steak Lounge,4.0
1702,Prince Muhammad Bin Abdulaziz Rd,Riyadh,", Italian, British", Italian,"Prince Muhammad Bin Abdulaziz Rd, Riyadh 12223 Saudi Arabia",3," Venchi Cioccolato e Gelato, Riyadh @ Eataly",3.5
1703,Prince Turki Ibn Abdulaziz Al Awwal Road,Riyadh,"Italian, American, International, Arabic", American,"Prince Turki Ibn Abdulaziz Al Awwal Road, Riyadh Saudi Arabia",2, La Cour Restaurant,4.0
1704,King Mohamed The Fifth,Riyadh,", Bar, Cafe, International", Bar,"King Mohamed The Fifth, Palazzo Complex, Riyadh 11492 Saudi Arabia",3, Beetroot Restaurant and Cafe,3.5
1705,Abdulrahman Al Ghafeqi Street,Riyadh,", French, Belgian, Polish", French,"Abdulrahman Al Ghafeqi Street, Riyadh Saudi Arabia",1, Cake Me Out Cafe,5.0
1706,Anas bin Malik Road Hay Al Malka,Riyadh,"Cafe, Central Asian", Central Asian,"Anas bin Malik Road Hay Al Malka, Riyadh Saudi Arabia",1, PrisonCafe,5.0
1707,Tamama Road,Riyadh,", Cafe, International, Ethiopian", Cafe,"Tamama Road, Riyadh Saudi Arabia",1,Coffee Cherries,5.0
1708,7154 Nahi An Nil,Riyadh,", Cafe", Cafe,"7154 Nahi An Nil,, Riyadh Saudi Arabia",1, Brew Crew,5.0
1709,6710 Prince Mohammed Ibn Salman Ibn Abdulaziz Road,Riyadh,", Italian, French, Cafe", Italian,"6710 Prince Mohammed Ibn Salman Ibn Abdulaziz Road,, Riyadh Saudi Arabia",1, Voila lounge & Cafe,5.0
1710,Wadi al thumama st,Riyadh,", Italian, Eastern European, Armenian", Italian,"Wadi al thumama st,, Riyadh 00966 Saudi Arabia",5, Primavera Restaurant,3.5
1711,Riyadh Saudi Arabia,Riyadh,"Barbecue, Grill, Middle Eastern, Arabic", Grill,Riyadh Saudi Arabia,1, Ibrahim Al Zafrani Grills,5.0
1712,Prince Turkey Road,Riyadh,"  , Cafe, European", Cafe,"Prince Turkey Road,, Riyadh Saudi Arabia",15, Circle,3.0
1713,King Abdullah Road,Riyadh,", Lebanese, Mediterranean", Lebanese,"King Abdullah Road, Riyadh Saudi Arabia",12, Albahsaly,3.5
1714,Eastern Ring Road,Riyadh,", American", American,"Eastern Ring Road, Airport Road Exit 9, Granada Mall, Riyadh 13241 Saudi Arabia",14, Texas Chicken,3.0
1715,Uthman Ibn Affan Branch Rd,Riyadh,"Cafe, Central Asian, Arabic", Central Asian,"Uthman Ibn Affan Branch Rd, Riyadh Saudi Arabia",1, Sweet and Salty Cafe,5.0
1716,Prince Turki Bin Awwal Street,Riyadh,"  , Lebanese, Mediterranean", Lebanese,"Prince Turki Bin Awwal Street, Riyadh Saudi Arabia",3, Karam Beirut Riyadh North,3.5
1717,Abi Bakr Al Siddiq Road Riyadh,Riyadh,"  , International, Fusion", International,"Abi Bakr Al Siddiq Road Riyadh, Riyadh 13316 Saudi Arabia",2, Felzy Lounge,4.0
